date,open,high,low,close
2019-05-21,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-22,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-23,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-24,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-27,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-28,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-29,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-30,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-05-31,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-03,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-04,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-05,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-06,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-07,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-10,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-11,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-12,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-13,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-14,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-17,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-18,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-19,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-20,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-21,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-24,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-25,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-26,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-27,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-06-28,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
2019-07-01,77.182085959904242,77.762608211822922,76.837692622044585,77.415624532000422
