date,open,high,low,close
2019-05-21,77.724617309311611,79.03994122974666,75.720013027556917,75.720013027556917
2019-05-22,77.490380865792929,78.852283892847453,75.744386131974565,75.744386131974565
2019-05-23,77.44115588111687,78.492354513207246,75.740951437657159,75.740951437657159
2019-05-24,77.324960938427125,78.649327765451957,75.721316989416664,75.721316989416664
2019-05-27,77.180202583377394,78.95058140226088,75.69508384450512,75.69508384450512
2019-05-28,77.2619791732658,78.851766415584095,75.669767185242321,75.669767185242321
2019-05-29,77.161258667328724,78.792353846918118,75.670976791617562,75.670976791617562
2019-05-30,77.110008525534482,78.920383900704763,75.670597822868288,75.670597822868288
2019-05-31,77.102668884015714,78.99835613898027,75.66958234130135,75.66958234130135
2019-06-03,77.034027860772625,78.976934124985689,75.668763304759551,75.668763304759551
2019-06-04,77.032248083121232,79.001709700588464,75.668419139262767,75.668419139262767
2019-06-05,77.00212231795382,79.068838086957271,75.668441568025472,75.668441568025472
2019-06-06,76.968169875532425,79.101026717446103,75.668413725423491,75.668413725423491
2019-06-07,76.962650390564647,79.11463559711818,75.668380468982221,75.668380468982221
2019-06-10,76.934987738272554,79.149051696901807,75.668363454058792,75.668363454058792
2019-06-11,76.922433006567573,79.187742004409913,75.668358040219516,75.668358040219516
2019-06-12,76.911460817119803,79.212499043513688,75.668358040219516,75.668358040219516
2019-06-13,76.893855616896175,79.235867389901784,75.668357266813899,75.668357266813899
2019-06-14,76.887231924327921,79.26545009757487,75.668356493408297,75.668356493408297
2019-06-17,76.876028332724786,79.292990700943022,75.668356493408297,75.668356493408297
2019-06-18,76.86678001168282,79.315986772643143,75.668356493408297,75.668356493408297
2019-06-19,76.861080374701459,79.339466338025147,75.668356493408297,75.668356493408297
2019-06-20,76.852721942485203,79.363889720147185,75.668356493408297,75.668356493408297
2019-06-21,76.847607799547973,79.386467175911889,75.668356493408297,75.668356493408297
2019-06-24,76.842499868749158,79.407532362300998,75.668356493408297,75.668356493408297
2019-06-25,76.837235081455745,79.428589825148862,75.668356493408297,75.668356493408297
2019-06-26,76.833781132505734,79.44921322497882,75.668356493408297,75.668356493408297
2019-06-27,76.829788280549579,79.468704353662375,75.668356493408297,75.668356493408297
2019-06-28,76.826587476239339,79.4874725588855,75.668356493408297,75.668356493408297
2019-07-01,76.823945764385044,79.505856131754655,75.668356493408297,75.668356493408297
