date,equity,return,cash,shares,exposed
2019-08-13,10072.393938414876,0.0072393938414876402,0,132.99045887329476,True
2019-08-14,9781.6344184942809,-0.028866972608336372,0,132.99045887329476,True
2019-08-15,9933.6849031343882,0.015544486548446645,0,132.99045887329476,True
2019-08-16,9866.8117434071846,-0.0067319590241988747,0,132.99045887329476,True
2019-08-19,9366.5053181583426,-0.050705986721915286,0,132.99045887329476,True
2019-08-20,8905.2367036014184,-0.049246607874410486,0,132.99045887329476,True
2019-08-21,8952.6180206964018,0.0053206128789167195,0,132.99045887329476,True
2019-08-22,9003.9335349690791,0.0057319003395484014,0,132.99045887329476,True
2019-08-23,8906.8355355424719,-0.010783953374322697,0,132.99045887329476,True
2019-08-26,8925.0159445395802,0.002041174884678254,0,132.99045887329476,True
2019-08-27,8919.0142782083603,-0.00067245440999930128,0,132.99045887329476,True
2019-08-28,9160.9601610574773,0.027126975616605709,0,132.99045887329476,True
2019-08-29,8902.9779822515648,-0.028161041448752755,0,132.99045887329476,True
2019-08-30,8547.2438663746725,-0.039956755659293131,0,132.99045887329476,True
2019-09-02,8364.4215950527177,-0.02138961683791285,0,132.99045887329476,True
2019-09-03,8392.1221710124228,0.0033117144616536809,0,132.99045887329476,True
2019-09-04,8627.1256471618071,0.028002866421692474,0,132.99045887329476,True
2019-09-05,8476.1099218984236,-0.017504755516464021,0,132.99045887329476,True
2019-09-06,7928.1541046597358,-0.064647087200110365,0,132.99045887329476,True
2019-09-09,7616.3570555024417,-0.03932782398541379,0,132.99045887329476,True
2019-09-10,7449.212198560951,-0.021945512234190279,0,132.99045887329476,True
2019-09-11,7360.0405652948948,-0.011970612581459594,0,132.99045887329476,True
2019-09-12,7300.9406744506132,-0.0080298322162730695,0,132.99045887329476,True
2019-09-13,7368.0848341438996,0.0091966450197651373,0,132.99045887329476,True
2019-09-16,7295.2163448485171,-0.0098897462414803128,0,132.99045887329476,True
2019-09-17,7420.8240832614565,0.017217822265358507,0,132.99045887329476,True
2019-09-18,7346.3827011318645,-0.01003141717070255,0,132.99045887329476,True
2019-09-19,7176.520300726098,-0.023121910104083709,0,132.99045887329476,True
2019-09-20,7316.1491681964881,0.019456346755719833,0,132.99045887329476,True
2019-09-23,7053.480407758394,-0.035902597719019047,7053.480407758394,0,True
