date,equity,return,cash,shares,exposed
2019-07-02,10479.358729315651,0.047935872931565093,0,151.12363948629016,True
2019-07-03,10495.266183607844,0.0015179797450479704,0,151.12363948629016,True
2019-07-04,10453.903669593627,-0.0039410638368391204,10453.903669593627,0,False
2019-07-05,10424.229263144744,-0.0028385957424874597,0,143.88275639359452,True
2019-07-08,10510.695866092707,0.0082947718018508976,0,143.88275639359452,True
2019-07-09,10623.844871033283,0.01076512976705879,0,143.88275639359452,True
2019-07-10,11566.822450914073,0.088760480911377782,0,143.88275639359452,True
2019-07-11,11843.557336560318,0.023924884022437531,0,143.88275639359452,True
2019-07-12,11686.717681814303,-0.013242613708793427,0,143.88275639359452,True
2019-07-15,11934.311443376389,0.021185911074703689,0,143.88275639359452,True
2019-07-16,11828.301030273691,-0.0088828260939624037,0,143.88275639359452,True
2019-07-17,11714.454665628129,-0.0096249126864610401,0,143.88275639359452,True
2019-07-18,12062.470757053776,0.029708262258829166,0,143.88275639359452,True
2019-07-19,12060.425828557143,-0.00016952816200088705,0,143.88275639359452,True
2019-07-22,12203.692872532345,0.011879103276434044,0,143.88275639359452,True
2019-07-23,12207.831133836291,0.00033909910280183198,0,143.88275639359452,True
2019-07-24,12322.926705596145,0.0094280114541267501,0,143.88275639359452,True
2019-07-25,12541.158160973753,0.01770938516403775,0,143.88275639359452,True
2019-07-26,11821.395142851348,-0.0573920692876837,0,143.88275639359452,True
2019-07-29,11944.447255376957,0.010409271582468183,0,143.88275639359452,True
2019-07-30,11568.112127874781,-0.031507119538977668,0,143.88275639359452,True
2019-07-31,11389.216736782691,-0.015464527756522961,11389.216736782691,0,False
2019-08-01,11389.216736782691,0,11389.216736782691,0,False
2019-08-02,11389.216736782691,0,11389.216736782691,0,False
2019-08-05,11389.216736782691,0,11389.216736782691,0,False
2019-08-06,11389.216736782691,0,11389.216736782691,0,False
2019-08-07,11389.216736782691,0,11389.216736782691,0,False
2019-08-08,11389.216736782691,0,11389.216736782691,0,False
2019-08-09,11389.216736782691,0,11389.216736782691,0,False
2019-08-12,11389.216736782691,0,11389.216736782691,0,False
