date,equity,return,cash,shares,exposed
2019-07-02,10479.358729315651,0.047935872931565093,0,151.12363948629016,True
2019-07-03,10495.266183607844,0.0015179797450479704,0,151.12363948629016,True
2019-07-04,10937.574734071242,0.042143623870562141,0,151.12363948629016,True
2019-07-05,10948.827396498604,0.0010288078208333662,0,151.12363948629016,True
2019-07-08,11039.645421250416,0.0082947718018511196,0,151.12363948629016,True
2019-07-09,11158.488636792492,0.01076512976705879,0,151.12363948629016,True
2019-07-10,12148.921454438339,0.088760480911378004,0,151.12363948629016,True
2019-07-11,12439.582991233479,0.023924884022437531,0,151.12363948629016,True
2019-07-12,12274.850398982097,-0.013242613708793538,0,151.12363948629016,True
2019-07-15,12534.904287990224,0.021185911074703911,0,151.12363948629016,True
2019-07-16,12423.558913095543,-0.0088828260939624037,0,151.12363948629016,True
2019-07-17,12303.983243301893,-0.0096249126864611512,0,151.12363948629016,True
2019-07-18,12669.513204322144,0.029708262258829166,0,151.12363948629016,True
2019-07-19,12667.365365035172,-0.00016952816200066501,0,151.12363948629016,True
2019-07-22,12817.842306446746,0.011879103276433822,0,151.12363948629016,True
2019-07-23,12822.188825272719,0.00033909910280183198,0,151.12363948629016,True
2019-07-24,12943.076568384366,0.0094280114541267501,0,151.12363948629016,True
2019-07-25,13172.290496541515,0.017709385164037528,0,151.12363948629016,True
2019-07-26,12416.30548768651,-0.057392069287683478,0,151.12363948629016,True
2019-07-29,12545.550183558727,0.010409271582468183,0,151.12363948629016,True
2019-07-30,12150.276034243099,-0.031507119538977668,0,151.12363948629016,True
2019-07-31,11571.010400700428,-0.047675100706364826,0,151.12363948629016,True
2019-08-01,11525.688161190184,-0.0039168782967734517,0,151.12363948629016,True
2019-08-02,11624.395299332988,0.0085640993199151971,0,151.12363948629016,True
2019-08-05,11423.693110700282,-0.01726560250787601,0,151.12363948629016,True
2019-08-06,11697.20392626387,0.023942416249557397,0,151.12363948629016,True
2019-08-07,11406.54627434591,-0.024848472656387788,0,151.12363948629016,True
2019-08-08,11402.385804737543,-0.00036474402578146048,0,151.12363948629016,True
2019-08-09,11248.075088994339,-0.013533195454506597,0,151.12363948629016,True
2019-08-12,11334.262520392986,0.0076624160771274763,11334.262520392986,0,True
