date,open,high,low,close
2019-07-02,67.556204256832402,68.466698244459778,66.106400453282504,66.997354597591439
2019-07-03,67.488141145502908,68.399398269108204,66.036899972980834,66.928561744957236
2019-07-04,67.420146607995335,68.332164446890971,65.967472561500401,66.859839528792165
2019-07-05,67.352220575221423,68.264996712782107,65.898118142020905,66.791187876566838
2019-07-08,67.284362978162363,68.197895001819774,65.828836637802809,66.722606715826174
2019-07-09,67.216573747868935,68.130859249105896,65.759627972187062,66.654095974189573
2019-07-10,67.148852815461311,68.063889389806192,65.690492068595447,66.5856555793507
2019-07-11,67.081200112129267,67.996985359150202,65.621428850530023,66.51728545907747
2019-07-12,67.013615569131716,67.930147092430914,65.552438241573455,66.448985541212082
2019-07-15,66.946099117796862,67.863374525005128,65.483520165388754,66.380755753670684
2019-07-16,66.878650689522075,67.796667592293105,65.414674545718995,66.312596024443508
2019-07-17,66.811270215774002,67.730026229778602,65.345901306387617,66.244506281594695
2019-07-18,66.743957628088154,67.663450373008786,65.277200371298136,66.1764864532622
2019-07-19,66.676712858069095,67.59693995759423,65.208571664433904,66.108536467657956
2019-07-22,66.609535837390226,67.53049491920865,65.140015109858354,66.040656253067425
2019-07-23,66.542426497793969,67.464115193589109,65.071530631714765,65.972845737849752
2019-07-24,66.475384771091342,67.397800716535869,65.003118154226001,65.905104850437667
2019-07-25,66.408410589162102,67.331551423912202,64.934777601694805,65.83743351933731
2019-07-26,66.341503883954616,67.265367251644548,64.866508898503284,65.769831673128408
2019-07-29,66.274664587485958,67.199248135722144,64.798311969113243,65.702299240463844
2019-07-30,66.207892631841545,67.133194012197293,64.730186738065839,65.634836150069816
2019-07-31,66.141187949175233,67.067204817185115,64.662133129981456,65.567442330745735
2019-08-01,66.07455047170923,67.00128048686355,64.594151069559871,65.500117711364013
2019-08-02,66.007980131734172,66.935420957473269,64.526240481580018,65.432862220870319
2019-08-05,65.941476861608734,66.869626165317513,64.458401290899758,65.365675788283085
2019-08-06,65.87504059375982,66.803896046762276,64.390633422456133,65.298558342693667
2019-08-07,65.808671260682345,66.73823053823601,64.322936801265072,65.231509813266257
2019-08-08,65.742368794939409,66.672629576229724,64.255311352421202,65.164530129237733
2019-08-09,65.676133129161869,66.607093097296868,64.187757001098092,65.097619219917746
2019-08-12,65.609964196048551,66.54162103805308,64.120273672547768,65.030777014688439
